Data storage initialized.

Single GPU detected. Setting up the simulation there.
Start preparing data.
Finished data prepartion.

Starting optimization.
Seed set to 1394615910

Starting individual 1 of 10 in generation 1 of 100.
Epoch 1/100 done. Train accuracy: 3.51%, Test accuracy: 4.23%, Loss: 62.40943.
Epoch 43/100 done. Train accuracy: 4.56%, Test accuracy: 4.83%, Loss: 6.67862.
Epoch 44/100 done. Train accuracy: 4.28%, Test accuracy: 3.49%, Loss: 6.63878.
Epoch 45/100 done. Train accuracy: 4.48%, Test accuracy: 3.36%, Loss: 6.68412.
Epoch 46/100 done. Train accuracy: 4.70%, Test accuracy: 3.91%, Loss: 6.58896.
Epoch 47/100 done. Train accuracy: 4.35%, Test accuracy: 4.04%, Loss: 6.65371.
Epoch 48/100 done. Train accuracy: 4.76%, Test accuracy: 4.60%, Loss: 6.56819.
Epoch 49/100 done. Train accuracy: 4.91%, Test accuracy: 3.36%, Loss: 6.54290.
Epoch 50/100 done. Train accuracy: 4.74%, Test accuracy: 3.62%, Loss: 6.51337.
Epoch 51/100 done. Train accuracy: 4.50%, Test accuracy: 5.06%, Loss: 6.50244.
Epoch 52/100 done. Train accuracy: 4.92%, Test accuracy: 3.52%, Loss: 6.48646.
Epoch 53/100 done. Train accuracy: 4.43%, Test accuracy: 3.65%, Loss: 6.53792.
Epoch 54/100 done. Train accuracy: 4.54%, Test accuracy: 4.83%, Loss: 6.51351.
Epoch 55/100 done. Train accuracy: 4.56%, Test accuracy: 4.43%, Loss: 6.40060.
Epoch 56/100 done. Train accuracy: 4.33%, Test accuracy: 4.59%, Loss: 6.45886.
Epoch 57/100 done. Train accuracy: 5.04%, Test accuracy: 4.37%, Loss: 6.44196.
Epoch 58/100 done. Train accuracy: 4.60%, Test accuracy: 3.62%, Loss: 6.40483.
Epoch 59/100 done. Train accuracy: 4.75%, Test accuracy: 3.81%, Loss: 6.42158.
Epoch 60/100 done. Train accuracy: 4.64%, Test accuracy: 3.26%, Loss: 6.32519.
Epoch 61/100 done. Train accuracy: 5.20%, Test accuracy: 3.36%, Loss: 6.29139.
Epoch 62/100 done. Train accuracy: 5.29%, Test accuracy: 4.46%, Loss: 6.28869.
Epoch 63/100 done. Train accuracy: 5.03%, Test accuracy: 4.64%, Loss: 6.31420.
Epoch 64/100 done. Train accuracy: 4.74%, Test accuracy: 4.27%, Loss: 6.34904.
Epoch 65/100 done. Train accuracy: 4.91%, Test accuracy: 4.07%, Loss: 6.36432.
Epoch 66/100 done. Train accuracy: 4.52%, Test accuracy: 4.28%, Loss: 6.29560.
Epoch 67/100 done. Train accuracy: 5.16%, Test accuracy: 3.62%, Loss: 6.27425.
Epoch 68/100 done. Train accuracy: 4.93%, Test accuracy: 4.37%, Loss: 6.30608.
Epoch 69/100 done. Train accuracy: 4.47%, Test accuracy: 3.10%, Loss: 6.35811.
Epoch 70/100 done. Train accuracy: 4.70%, Test accuracy: 3.52%, Loss: 6.26116.
Epoch 71/100 done. Train accuracy: 5.01%, Test accuracy: 3.81%, Loss: 6.18490.
Epoch 72/100 done. Train accuracy: 4.71%, Test accuracy: 3.58%, Loss: 6.23023.
Epoch 73/100 done. Train accuracy: 4.83%, Test accuracy: 3.36%, Loss: 6.23669.
Epoch 74/100 done. Train accuracy: 4.53%, Test accuracy: 3.88%, Loss: 6.14807.
Epoch 75/100 done. Train accuracy: 4.35%, Test accuracy: 4.24%, Loss: 6.12708.
Epoch 76/100 done. Train accuracy: 4.98%, Test accuracy: 4.67%, Loss: 6.09708.
Epoch 77/100 done. Train accuracy: 4.99%, Test accuracy: 3.52%, Loss: 6.07327.
Epoch 78/100 done. Train accuracy: 5.49%, Test accuracy: 3.97%, Loss: 6.11279.
Epoch 79/100 done. Train accuracy: 4.91%, Test accuracy: 3.17%, Loss: 6.12079.
Epoch 80/100 done. Train accuracy: 4.81%, Test accuracy: 4.74%, Loss: 6.16602.
Epoch 81/100 done. Train accuracy: 4.88%, Test accuracy: 4.15%, Loss: 6.07261.
Epoch 82/100 done. Train accuracy: 4.71%, Test accuracy: 3.16%, Loss: 6.02507.
Epoch 83/100 done. Train accuracy: 4.96%, Test accuracy: 4.79%, Loss: 6.09691.
Epoch 84/100 done. Train accuracy: 4.74%, Test accuracy: 3.68%, Loss: 6.07377.
Epoch 85/100 done. Train accuracy: 5.05%, Test accuracy: 3.79%, Loss: 6.06033.
Epoch 86/100 done. Train accuracy: 4.75%, Test accuracy: 4.28%, Loss: 5.96506.
Epoch 87/100 done. Train accuracy: 5.65%, Test accuracy: 4.64%, Loss: 6.02511.
Epoch 88/100 done. Train accuracy: 4.76%, Test accuracy: 3.23%, Loss: 6.00194.
Epoch 89/100 done. Train accuracy: 4.66%, Test accuracy: 3.72%, Loss: 5.98173.
Epoch 90/100 done. Train accuracy: 5.39%, Test accuracy: 4.41%, Loss: 5.90428.
Epoch 91/100 done. Train accuracy: 5.05%, Test accuracy: 3.88%, Loss: 5.92559.
Epoch 92/100 done. Train accuracy: 5.17%, Test accuracy: 4.47%, Loss: 5.92421.
Epoch 93/100 done. Train accuracy: 5.16%, Test accuracy: 3.26%, Loss: 5.96334.
Epoch 94/100 done. Train accuracy: 4.77%, Test accuracy: 3.65%, Loss: 5.97838.
Epoch 95/100 done. Train accuracy: 4.88%, Test accuracy: 4.15%, Loss: 5.95690.
Epoch 96/100 done. Train accuracy: 5.03%, Test accuracy: 4.43%, Loss: 5.92496.
Epoch 97/100 done. Train accuracy: 4.97%, Test accuracy: 4.25%, Loss: 5.96019.
Epoch 98/100 done. Train accuracy: 5.10%, Test accuracy: 4.37%, Loss: 5.88261.
Epoch 99/100 done. Train accuracy: 5.20%, Test accuracy: 4.37%, Loss: 5.92744.
Epoch 100/100 done. Train accuracy: 4.76%, Test accuracy: 4.64%, Loss: 5.94139.

------------------------------------------------------------------------------------
Final results: 
Best training accuracy: 5.65% and according test accuracy: 4.64% at epoch: 87
Best test accuracy: 5.50% and according train accuracy: 4.26% at epoch: 41
------------------------------------------------------------------------------------
------------------------------------------------------------------------------------


Starting individual 2 of 10 in generation 1 of 100.
Epoch 1/100 done. Train accuracy: 4.10%, Test accuracy: 4.07%, Loss: 31.02827.
Epoch 2/100 done. Train accuracy: 3.96%, Test accuracy: 3.49%, Loss: 20.80321.
Epoch 3/100 done. Train accuracy: 3.99%, Test accuracy: 3.69%, Loss: 16.84461.
Epoch 4/100 done. Train accuracy: 3.96%, Test accuracy: 3.00%, Loss: 12.53731.
Epoch 5/100 done. Train accuracy: 3.63%, Test accuracy: 2.73%, Loss: 8.80123.
Epoch 6/100 done. Train accuracy: 3.78%, Test accuracy: 3.13%, Loss: 6.12503.
Epoch 7/100 done. Train accuracy: 3.78%, Test accuracy: 3.00%, Loss: 4.68775.
Epoch 8/100 done. Train accuracy: 3.98%, Test accuracy: 3.47%, Loss: 4.17874.
Epoch 9/100 done. Train accuracy: 3.84%, Test accuracy: 2.97%, Loss: 4.01719.
Epoch 10/100 done. Train accuracy: 3.50%, Test accuracy: 4.09%, Loss: 3.91522.
Epoch 11/100 done. Train accuracy: 3.95%, Test accuracy: 3.45%, Loss: 3.83846.
Epoch 12/100 done. Train accuracy: 4.13%, Test accuracy: 3.26%, Loss: 3.78371.
Epoch 13/100 done. Train accuracy: 4.31%, Test accuracy: 3.36%, Loss: 3.72598.
Epoch 14/100 done. Train accuracy: 4.54%, Test accuracy: 3.32%, Loss: 3.68225.
Epoch 15/100 done. Train accuracy: 4.45%, Test accuracy: 3.91%, Loss: 3.65221.
Epoch 16/100 done. Train accuracy: 4.60%, Test accuracy: 3.12%, Loss: 3.61868.
Epoch 17/100 done. Train accuracy: 4.52%, Test accuracy: 3.58%, Loss: 3.59142.
Epoch 18/100 done. Train accuracy: 4.96%, Test accuracy: 3.68%, Loss: 3.56439.
Epoch 19/100 done. Train accuracy: 4.42%, Test accuracy: 3.52%, Loss: 3.55089.
Epoch 20/100 done. Train accuracy: 5.08%, Test accuracy: 3.03%, Loss: 3.52267.
Epoch 21/100 done. Train accuracy: 5.19%, Test accuracy: 2.86%, Loss: 3.51127.
Epoch 22/100 done. Train accuracy: 5.52%, Test accuracy: 3.20%, Loss: 3.49011.
Epoch 23/100 done. Train accuracy: 5.46%, Test accuracy: 3.36%, Loss: 3.48238.
Epoch 24/100 done. Train accuracy: 5.64%, Test accuracy: 2.51%, Loss: 3.46815.
Epoch 25/100 done. Train accuracy: 5.87%, Test accuracy: 2.71%, Loss: 3.46277.
Epoch 26/100 done. Train accuracy: 5.75%, Test accuracy: 2.60%, Loss: 3.44883.
Epoch 27/100 done. Train accuracy: 6.01%, Test accuracy: 2.90%, Loss: 3.43504.
Epoch 28/100 done. Train accuracy: 5.91%, Test accuracy: 3.49%, Loss: 3.43004.
Epoch 29/100 done. Train accuracy: 6.33%, Test accuracy: 3.36%, Loss: 3.42164.
Epoch 30/100 done. Train accuracy: 6.59%, Test accuracy: 2.80%, Loss: 3.41071.
Epoch 31/100 done. Train accuracy: 6.83%, Test accuracy: 2.67%, Loss: 3.40031.
Epoch 32/100 done. Train accuracy: 7.04%, Test accuracy: 2.67%, Loss: 3.39509.
Epoch 33/100 done. Train accuracy: 7.15%, Test accuracy: 2.80%, Loss: 3.38995.
Epoch 34/100 done. Train accuracy: 7.19%, Test accuracy: 2.64%, Loss: 3.38136.
Epoch 35/100 done. Train accuracy: 7.31%, Test accuracy: 2.32%, Loss: 3.37679.
Epoch 36/100 done. Train accuracy: 7.75%, Test accuracy: 2.97%, Loss: 3.36564.
Epoch 37/100 done. Train accuracy: 8.00%, Test accuracy: 2.94%, Loss: 3.35859.
Epoch 38/100 done. Train accuracy: 8.37%, Test accuracy: 3.76%, Loss: 3.35095.
Epoch 39/100 done. Train accuracy: 8.40%, Test accuracy: 2.95%, Loss: 3.34560.
Epoch 40/100 done. Train accuracy: 8.51%, Test accuracy: 2.90%, Loss: 3.33535.
Epoch 41/100 done. Train accuracy: 8.06%, Test accuracy: 3.33%, Loss: 3.34142.
Epoch 42/100 done. Train accuracy: 8.90%, Test accuracy: 3.13%, Loss: 3.32955.
Epoch 43/100 done. Train accuracy: 8.80%, Test accuracy: 3.30%, Loss: 3.32454.
Epoch 44/100 done. Train accuracy: 8.84%, Test accuracy: 3.49%, Loss: 3.31852.
Epoch 45/100 done. Train accuracy: 9.20%, Test accuracy: 4.02%, Loss: 3.30677.
Epoch 46/100 done. Train accuracy: 9.70%, Test accuracy: 3.85%, Loss: 3.30146.
Epoch 47/100 done. Train accuracy: 9.59%, Test accuracy: 3.36%, Loss: 3.29523.
Epoch 48/100 done. Train accuracy: 9.92%, Test accuracy: 3.13%, Loss: 3.29217.
Epoch 49/100 done. Train accuracy: 9.85%, Test accuracy: 3.49%, Loss: 3.28812.
Epoch 50/100 done. Train accuracy: 10.38%, Test accuracy: 3.29%, Loss: 3.27565.
Epoch 51/100 done. Train accuracy: 10.36%, Test accuracy: 3.10%, Loss: 3.27106.
Epoch 52/100 done. Train accuracy: 10.78%, Test accuracy: 3.59%, Loss: 3.26446.
Epoch 53/100 done. Train accuracy: 11.25%, Test accuracy: 3.43%, Loss: 3.25402.
Epoch 54/100 done. Train accuracy: 11.06%, Test accuracy: 3.29%, Loss: 3.25448.
Epoch 55/100 done. Train accuracy: 11.42%, Test accuracy: 3.13%, Loss: 3.23986.
Epoch 56/100 done. Train accuracy: 11.89%, Test accuracy: 3.46%, Loss: 3.22977.
Epoch 57/100 done. Train accuracy: 12.35%, Test accuracy: 3.40%, Loss: 3.21793.
Epoch 58/100 done. Train accuracy: 12.68%, Test accuracy: 3.52%, Loss: 3.21496.
Epoch 59/100 done. Train accuracy: 12.53%, Test accuracy: 3.86%, Loss: 3.21192.
Epoch 60/100 done. Train accuracy: 12.61%, Test accuracy: 3.00%, Loss: 3.21059.
Epoch 61/100 done. Train accuracy: 12.75%, Test accuracy: 3.16%, Loss: 3.19299.
Epoch 62/100 done. Train accuracy: 12.81%, Test accuracy: 3.10%, Loss: 3.18772.
Epoch 63/100 done. Train accuracy: 13.58%, Test accuracy: 2.68%, Loss: 3.18123.
Epoch 64/100 done. Train accuracy: 13.28%, Test accuracy: 3.56%, Loss: 3.17684.
Epoch 65/100 done. Train accuracy: 13.35%, Test accuracy: 3.76%, Loss: 3.16679.
Epoch 66/100 done. Train accuracy: 13.52%, Test accuracy: 2.51%, Loss: 3.16912.
Epoch 67/100 done. Train accuracy: 13.85%, Test accuracy: 2.93%, Loss: 3.15692.
Epoch 68/100 done. Train accuracy: 13.90%, Test accuracy: 2.99%, Loss: 3.15356.
Epoch 69/100 done. Train accuracy: 13.93%, Test accuracy: 3.88%, Loss: 3.13675.
Epoch 70/100 done. Train accuracy: 14.40%, Test accuracy: 3.89%, Loss: 3.14416.
Epoch 71/100 done. Train accuracy: 14.84%, Test accuracy: 3.65%, Loss: 3.13489.
Epoch 72/100 done. Train accuracy: 15.51%, Test accuracy: 3.69%, Loss: 3.12049.
Epoch 73/100 done. Train accuracy: 15.52%, Test accuracy: 3.72%, Loss: 3.11655.
Epoch 74/100 done. Train accuracy: 15.90%, Test accuracy: 3.36%, Loss: 3.10561.
Epoch 75/100 done. Train accuracy: 16.09%, Test accuracy: 4.08%, Loss: 3.10400.
Epoch 76/100 done. Train accuracy: 16.52%, Test accuracy: 3.29%, Loss: 3.09077.
Epoch 77/100 done. Train accuracy: 16.74%, Test accuracy: 3.62%, Loss: 3.08398.
Epoch 78/100 done. Train accuracy: 17.17%, Test accuracy: 3.23%, Loss: 3.07093.
Epoch 79/100 done. Train accuracy: 17.64%, Test accuracy: 3.14%, Loss: 3.06463.
Epoch 80/100 done. Train accuracy: 17.65%, Test accuracy: 3.49%, Loss: 3.05407.
Epoch 81/100 done. Train accuracy: 18.04%, Test accuracy: 3.43%, Loss: 3.04956.
Epoch 82/100 done. Train accuracy: 17.55%, Test accuracy: 3.76%, Loss: 3.04647.
Epoch 83/100 done. Train accuracy: 17.91%, Test accuracy: 3.62%, Loss: 3.04119.
Epoch 84/100 done. Train accuracy: 18.25%, Test accuracy: 3.43%, Loss: 3.03435.
Epoch 85/100 done. Train accuracy: 18.26%, Test accuracy: 3.82%, Loss: 3.02904.
Epoch 86/100 done. Train accuracy: 18.85%, Test accuracy: 3.82%, Loss: 3.01510.
Epoch 87/100 done. Train accuracy: 19.09%, Test accuracy: 4.15%, Loss: 3.00644.
Epoch 88/100 done. Train accuracy: 19.25%, Test accuracy: 3.89%, Loss: 2.99852.
Epoch 89/100 done. Train accuracy: 19.82%, Test accuracy: 4.15%, Loss: 2.99286.
Epoch 90/100 done. Train accuracy: 19.99%, Test accuracy: 3.59%, Loss: 2.98308.
Epoch 91/100 done. Train accuracy: 19.72%, Test accuracy: 3.62%, Loss: 2.98579.
Epoch 92/100 done. Train accuracy: 19.78%, Test accuracy: 3.72%, Loss: 2.97360.
Epoch 93/100 done. Train accuracy: 20.44%, Test accuracy: 4.15%, Loss: 2.96575.
Epoch 94/100 done. Train accuracy: 20.32%, Test accuracy: 4.21%, Loss: 2.96306.
Epoch 95/100 done. Train accuracy: 20.86%, Test accuracy: 4.05%, Loss: 2.95455.
Epoch 96/100 done. Train accuracy: 20.71%, Test accuracy: 3.73%, Loss: 2.94945.
Epoch 97/100 done. Train accuracy: 21.17%, Test accuracy: 4.48%, Loss: 2.93777.
Epoch 98/100 done. Train accuracy: 21.35%, Test accuracy: 3.33%, Loss: 2.93149.
Epoch 99/100 done. Train accuracy: 21.42%, Test accuracy: 3.49%, Loss: 2.92324.
Epoch 100/100 done. Train accuracy: 21.99%, Test accuracy: 3.29%, Loss: 2.91867.

------------------------------------------------------------------------------------
Final results: 
Best training accuracy: 21.99% and according test accuracy: 3.29% at epoch: 100
Best test accuracy: 4.48% and according train accuracy: 21.17% at epoch: 97
------------------------------------------------------------------------------------
------------------------------------------------------------------------------------


Starting individual 3 of 10 in generation 1 of 100.
Epoch 1/100 done. Train accuracy: 3.43%, Test accuracy: 3.39%, Loss: 104.60553.
Epoch 2/100 done. Train accuracy: 3.81%, Test accuracy: 4.83%, Loss: 74.78798.
Epoch 3/100 done. Train accuracy: 3.91%, Test accuracy: 3.78%, Loss: 50.11799.
Epoch 4/100 done. Train accuracy: 3.74%, Test accuracy: 3.94%, Loss: 37.17663.
Epoch 5/100 done. Train accuracy: 3.92%, Test accuracy: 3.89%, Loss: 27.37805.
Epoch 6/100 done. Train accuracy: 4.06%, Test accuracy: 3.46%, Loss: 18.38628.
Epoch 7/100 done. Train accuracy: 3.95%, Test accuracy: 4.40%, Loss: 10.04595.
Epoch 8/100 done. Train accuracy: 3.54%, Test accuracy: 3.29%, Loss: 6.76503.
Epoch 9/100 done. Train accuracy: 3.64%, Test accuracy: 3.89%, Loss: 5.47122.
Epoch 10/100 done. Train accuracy: 3.47%, Test accuracy: 3.65%, Loss: 5.13054.
Epoch 11/100 done. Train accuracy: 3.81%, Test accuracy: 3.10%, Loss: 4.98937.
Epoch 12/100 done. Train accuracy: 3.50%, Test accuracy: 5.19%, Loss: 4.90784.
Epoch 13/100 done. Train accuracy: 3.62%, Test accuracy: 3.89%, Loss: 4.86320.
Epoch 14/100 done. Train accuracy: 3.83%, Test accuracy: 4.04%, Loss: 4.79314.
Epoch 15/100 done. Train accuracy: 3.83%, Test accuracy: 3.36%, Loss: 4.75048.
Epoch 16/100 done. Train accuracy: 3.66%, Test accuracy: 3.52%, Loss: 4.70914.
Epoch 17/100 done. Train accuracy: 3.98%, Test accuracy: 3.26%, Loss: 4.64910.
Epoch 18/100 done. Train accuracy: 3.47%, Test accuracy: 3.20%, Loss: 4.61751.
Epoch 19/100 done. Train accuracy: 3.66%, Test accuracy: 3.65%, Loss: 4.58423.
Epoch 20/100 done. Train accuracy: 4.06%, Test accuracy: 3.49%, Loss: 4.54797.
Epoch 21/100 done. Train accuracy: 3.81%, Test accuracy: 3.19%, Loss: 4.51577.
Epoch 22/100 done. Train accuracy: 4.34%, Test accuracy: 3.43%, Loss: 4.47655.
Epoch 23/100 done. Train accuracy: 3.76%, Test accuracy: 4.08%, Loss: 4.46258.
Epoch 24/100 done. Train accuracy: 3.91%, Test accuracy: 2.93%, Loss: 4.44538.
Epoch 25/100 done. Train accuracy: 3.69%, Test accuracy: 3.03%, Loss: 4.41543.
Epoch 26/100 done. Train accuracy: 4.01%, Test accuracy: 3.69%, Loss: 4.39016.
Epoch 27/100 done. Train accuracy: 3.91%, Test accuracy: 3.82%, Loss: 4.37546.
Epoch 28/100 done. Train accuracy: 4.07%, Test accuracy: 3.72%, Loss: 4.35465.
Epoch 29/100 done. Train accuracy: 3.66%, Test accuracy: 3.36%, Loss: 4.33499.
Epoch 30/100 done. Train accuracy: 3.79%, Test accuracy: 3.46%, Loss: 4.31570.
Epoch 31/100 done. Train accuracy: 3.68%, Test accuracy: 3.36%, Loss: 4.31366.
Epoch 32/100 done. Train accuracy: 3.48%, Test accuracy: 3.46%, Loss: 4.28956.
Epoch 33/100 done. Train accuracy: 4.28%, Test accuracy: 2.78%, Loss: 4.25605.
Epoch 34/100 done. Train accuracy: 3.82%, Test accuracy: 3.39%, Loss: 4.23415.
Epoch 35/100 done. Train accuracy: 3.68%, Test accuracy: 3.12%, Loss: 4.24946.
Epoch 36/100 done. Train accuracy: 3.76%, Test accuracy: 2.77%, Loss: 4.21277.
Epoch 37/100 done. Train accuracy: 3.68%, Test accuracy: 2.71%, Loss: 4.19560.
Epoch 38/100 done. Train accuracy: 4.04%, Test accuracy: 3.16%, Loss: 4.17712.
Epoch 39/100 done. Train accuracy: 3.99%, Test accuracy: 3.00%, Loss: 4.16199.
Epoch 40/100 done. Train accuracy: 3.70%, Test accuracy: 3.45%, Loss: 4.14836.
Epoch 41/100 done. Train accuracy: 3.95%, Test accuracy: 2.84%, Loss: 4.13583.
Epoch 42/100 done. Train accuracy: 3.81%, Test accuracy: 2.93%, Loss: 4.11920.
Epoch 43/100 done. Train accuracy: 3.59%, Test accuracy: 3.10%, Loss: 4.11933.
Epoch 44/100 done. Train accuracy: 4.03%, Test accuracy: 3.16%, Loss: 4.12677.
Epoch 45/100 done. Train accuracy: 4.01%, Test accuracy: 3.55%, Loss: 4.11105.
Epoch 46/100 done. Train accuracy: 3.95%, Test accuracy: 3.91%, Loss: 4.07967.
Epoch 47/100 done. Train accuracy: 3.95%, Test accuracy: 3.30%, Loss: 4.06798.
Epoch 48/100 done. Train accuracy: 3.84%, Test accuracy: 3.42%, Loss: 4.06778.
Epoch 49/100 done. Train accuracy: 3.65%, Test accuracy: 3.10%, Loss: 4.05747.
Epoch 50/100 done. Train accuracy: 4.00%, Test accuracy: 3.33%, Loss: 4.04855.
Epoch 51/100 done. Train accuracy: 4.04%, Test accuracy: 3.97%, Loss: 4.04967.
Epoch 52/100 done. Train accuracy: 3.81%, Test accuracy: 3.98%, Loss: 4.04253.
Epoch 53/100 done. Train accuracy: 3.75%, Test accuracy: 3.55%, Loss: 4.03204.
Epoch 54/100 done. Train accuracy: 3.78%, Test accuracy: 4.04%, Loss: 4.02574.
Epoch 55/100 done. Train accuracy: 3.31%, Test accuracy: 2.94%, Loss: 4.03117.
Epoch 56/100 done. Train accuracy: 3.91%, Test accuracy: 3.46%, Loss: 4.01608.
Epoch 57/100 done. Train accuracy: 3.78%, Test accuracy: 2.64%, Loss: 3.99872.
Epoch 58/100 done. Train accuracy: 3.99%, Test accuracy: 2.55%, Loss: 3.99291.
Epoch 59/100 done. Train accuracy: 3.99%, Test accuracy: 3.29%, Loss: 3.97717.
Epoch 60/100 done. Train accuracy: 4.29%, Test accuracy: 3.56%, Loss: 3.97913.
Epoch 61/100 done. Train accuracy: 3.63%, Test accuracy: 3.78%, Loss: 3.96020.
Epoch 62/100 done. Train accuracy: 3.92%, Test accuracy: 3.58%, Loss: 3.95743.
Epoch 63/100 done. Train accuracy: 3.95%, Test accuracy: 3.36%, Loss: 3.94689.
Epoch 64/100 done. Train accuracy: 3.90%, Test accuracy: 3.89%, Loss: 3.93590.
Epoch 65/100 done. Train accuracy: 4.04%, Test accuracy: 2.97%, Loss: 3.94808.
Epoch 66/100 done. Train accuracy: 4.38%, Test accuracy: 2.67%, Loss: 3.94780.
Epoch 67/100 done. Train accuracy: 3.94%, Test accuracy: 3.03%, Loss: 3.93090.
Epoch 68/100 done. Train accuracy: 3.83%, Test accuracy: 3.39%, Loss: 3.94187.
Epoch 69/100 done. Train accuracy: 3.89%, Test accuracy: 3.04%, Loss: 3.92183.
Epoch 70/100 done. Train accuracy: 3.47%, Test accuracy: 4.24%, Loss: 3.91497.
Epoch 71/100 done. Train accuracy: 3.64%, Test accuracy: 3.23%, Loss: 3.90921.
Epoch 72/100 done. Train accuracy: 3.74%, Test accuracy: 3.47%, Loss: 3.90072.
Epoch 73/100 done. Train accuracy: 3.41%, Test accuracy: 3.16%, Loss: 3.91294.
Epoch 74/100 done. Train accuracy: 3.96%, Test accuracy: 2.80%, Loss: 3.89925.
Epoch 75/100 done. Train accuracy: 3.74%, Test accuracy: 3.59%, Loss: 3.89955.
Epoch 76/100 done. Train accuracy: 3.46%, Test accuracy: 3.49%, Loss: 3.89830.
Epoch 77/100 done. Train accuracy: 4.09%, Test accuracy: 3.26%, Loss: 3.88156.
Epoch 78/100 done. Train accuracy: 4.12%, Test accuracy: 3.72%, Loss: 3.87864.
Epoch 79/100 done. Train accuracy: 3.97%, Test accuracy: 3.23%, Loss: 3.87747.
Epoch 80/100 done. Train accuracy: 4.22%, Test accuracy: 3.29%, Loss: 3.87320.
